domain,total,M,F,18-24,25-34,35-44,45-54,>=55
nm.tj,67,50,17,17,48,2,0,0
eroluv.com,30,29,0,0,1,9,19,0
sledui.com,3,2,1,0,1,2,0,0
theonion.com,22,22,0,0,1,0,21,0
bankspro.ru,25,16,7,2,13,2,6,0
russia-ukraine.tk,6,3,3,0,0,2,4,0
xn--80aafsqmek2ak.name,3,2,0,0,2,0,0,0
posudatver.ru,1,1,0,0,1,0,0,0
globalkras.ru,2,0,2,0,0,2,0,0
ops.ru,1,1,0,1,0,0,0,0
lenoblo.ru,1,0,1,0,0,1,0,0
cheljabinskaja-obl.job.ru,3,3,0,0,0,3,0,0
pan.ru,1,0,1,0,0,1,0,0
gazu.ru,38,18,18,8,15,13,0,0
rensome.diary.ru,4,4,0,0,4,0,0,0
vuupc.com,165,18,147,8,10,130,10,7
bckhimki.ru,8,7,1,3,5,0,0,0
samara.cosmogon.ru,2,2,0,0,0,2,0,0
sigara.pp.ua,3,3,0,0,0,3,0,0
tdnu.ru,3,3,0,0,3,0,0,0
cranfield.ac.uk,1,0,1,0,1,0,0,0
avtoshka.do.am,1,0,1,0,1,0,0,0
photoshop-help.ru,20,7,13,3,7,5,5,0
divatr.ru,13,13,0,13,0,0,0,0
ps3-khv.ucoz.ru,1,1,0,0,1,0,0,0
sportweb.ru,2,2,0,0,1,1,0,0
http,2,0,2,2,0,0,0,0
sambada.ru,1,0,1,0,0,0,1,0
ligaeurope.ucoz.ru,7,3,4,0,4,0,3,0
freelotto.com,22,11,5,0,5,8,3,0
rostov-na-donu.tehnosila.ru,57,49,2,0,39,11,1,0
models-russian-girls.ru,1,1,0,0,0,1,0,0
ivanovograd.ru,1,1,0,0,0,1,0,0
c182.serverjob.ru,2,2,0,0,0,2,0,0
mkartinki.ru,14,0,14,0,0,0,0,14
229965.ru.all.biz,3,0,3,0,0,0,3,0
lookbook.nu,4,2,1,2,1,0,0,0
skald.spb.ru,1,1,0,0,0,1,0,0
artem.nndv.ru,2,0,2,0,2,0,0,0
shw.io.ua,2,0,2,0,0,2,0,0
iitp.ru,50,45,5,0,48,0,2,0
sport-express.ua,24,16,8,4,7,8,5,0
armtoday.info,24,20,3,1,10,10,1,1
only-tv.org,7,4,3,0,7,0,0,0
9048.ua.all.biz,3,3,0,0,3,0,0,0
iowaband.ru,1,1,0,0,0,1,0,0
dizaynsam.ru,2,2,0,0,0,0,2,0
camelot.userlan.ru,1,1,0,1,0,0,0,0
aeroclub-tatar.com,8,7,1,1,7,0,0,0
vanushina.ru,89,8,81,0,5,76,2,6
gistoryja.ru,1,1,0,1,0,0,0,0
fotolebb.narod.ru,2,1,1,0,0,2,0,0
irz.ru,1,1,0,0,1,0,0,0
igrigonki.ru,2,0,2,0,0,1,1,0
studio-emotions.ru,1,0,1,1,0,0,0,0
althaiman.ru,56,3,53,0,46,7,3,0
zdo-rov.ru,1,0,1,0,0,1,0,0
cargo.rzd.ru,319,174,118,135,151,0,6,0
vyazmanews.net,10,0,10,0,0,0,10,0
parikmaher.net,2,0,2,0,1,1,0,0
vybory.mediasapiens.ua,2,2,0,0,2,0,0,0
dvepochki.ru,1,0,1,0,1,0,0,0
guru3d.com,55,55,0,53,2,0,0,0
cemsatex.ru,2,2,0,0,2,0,0,0
porno-extaz.com,4,4,0,0,4,0,0,0
airsoft-vulkan.ru,3,3,0,1,0,2,0,0
fanpelmeni.ru,9,9,0,0,2,7,0,0
pust-govorjat.ru,101,33,58,0,44,34,13,0
1000dosok.ru,356,101,207,35,17,185,70,1
freyalingerie.com.ua,1,0,1,0,0,1,0,0
s-c-fowlie.deviantart.com,1,0,1,0,1,0,0,0
nn.stolplit.ru,786,773,13,0,777,4,0,5
speedanalysis.net,2,0,2,0,0,2,0,0
nadavi.com.ua,7,6,1,1,1,2,3,0
winecupboard.tkat.ru,4,4,0,0,4,0,0,0
ya-vyazhu.ru,22,0,22,3,8,4,6,1
sp2all.ru,2,0,2,0,0,2,0,0
theballsports.com,3,3,0,0,0,1,2,0
kinderpsyche.com,1,0,1,0,1,0,0,0
dlyazhenshin.ru,1,0,1,0,0,1,0,0
kinogolos.ru,23,6,16,3,11,6,2,0
galsports.com,1,1,0,0,1,0,0,0
yaoi-game.ucoz.ru,2,0,2,2,0,0,0,0
lada-orehovo.ru,58,40,18,18,40,0,0,0
bim-run.ru,3,3,0,0,3,0,0,0
x.epidemz.net,3,3,0,0,2,1,0,0
safariexpo.ru,9,0,9,9,0,0,0,0
spbkonvert.com,6,2,4,0,2,2,2,0
klavierstimmer.ru,10,10,0,0,0,10,0,0
kometa-love.ru,2,0,2,1,0,1,0,0
sq.com.ua,249,65,45,1,47,21,34,7
physicsrnd.ru,1,0,1,0,0,0,0,1
biokor.ru,3,0,3,0,0,3,0,0
seetv.tv,74,25,45,11,25,14,10,10
jobinmoscow.ru,1429,1017,386,147,150,440,132,534
askadvice.ru,5,5,0,0,5,0,0,0
sebeadmin.ru,2,1,1,2,0,0,0,0
permmedvedi-handball.ru,1,1,0,0,1,0,0,0
refbest.ru,2,2,0,0,1,1,0,0
world-maps.pro,16,10,5,0,0,9,6,0
pk-date.ru,2,0,2,2,0,0,0,0
frommers.com,2,1,1,0,1,1,0,0
absolut-systems.promzone.ru,4,0,4,0,0,4,0,0
doc.crossplatform.ru,2,1,1,1,1,0,0,0
ecozoo.clan.su,3,3,0,0,0,0,3,0
stosvet.net,1,1,0,0,1,0,0,0
vahtanasevere.ru,5,5,0,0,3,2,0,0
se7ensins.com,1,1,0,1,0,0,0,0
salsabil.ru,1,0,1,0,1,0,0,0
dnzgvozdichka.ucoz.ua,4,0,4,0,4,0,0,0
laparadeta.com,8,0,8,0,0,8,0,0
katyadesign.ru,1,0,1,0,0,1,0,0
prado-club.su,2,2,0,0,0,2,0,0
filmix-online.net,194,95,97,14,75,81,19,3
wsesam.ru,3,3,0,1,0,0,2,0
andrometa.ru,10,9,1,2,1,2,4,1
hairs-studio.ru,29,0,29,29,0,0,0,0
fs.nashaucheba.ru,3,1,2,0,0,3,0,0
moigorod.ru,18,15,1,0,16,0,0,0
faq.mvideo.ru,1,0,1,0,1,0,0,0
coolexpert.ru,8,5,3,0,3,4,1,0
sms-stih.com,4,2,2,0,0,4,0,0
altaisat.com,2,2,0,0,0,1,0,1
people.onliner.by,3,3,0,0,1,1,1,0
1728.org,1,1,0,0,1,0,0,0
letsdomore.com,3,0,3,0,3,0,0,0
domprazdnik.ru,10,3,6,0,3,5,0,1
rekkerd.org,5,5,0,1,0,0,4,0
saratov-room.ru,3,1,2,0,0,3,0,0
kurokam.ru,14,0,14,1,3,10,0,0
celebcereal.com,34,34,0,0,0,34,0,0
abgprog.com,1,1,0,0,1,0,0,0
koigorodok.ru,4,2,2,0,2,2,0,0
travelgps.com.ua,3,0,1,0,0,0,1,0
good-mebel.com,426,99,327,0,127,146,75,78
my-mip.com,1,1,0,0,0,1,0,0
2dopeboyz.com,16,16,0,14,2,0,0,0
edu-course.ru,3,1,2,0,2,1,0,0
crims.ru,1,0,1,0,0,0,1,0
aauumm.ru,1,0,1,0,0,0,1,0
s735.photobucket.com,1,0,1,0,1,0,0,0
racinggamer.com,16,0,16,0,1,0,0,15
baycomp.net,1,1,0,0,0,1,0,0
bir.by,1,1,0,0,1,0,0,0
cititorg.ru,1,0,1,0,0,0,1,0
modpak.ru,2,2,0,0,0,2,0,0
beta.eve-kill.net,1,1,0,0,1,0,0,0
black-magic.mirbb.com,52,20,32,0,14,33,5,0
businessua.com,10,10,0,0,3,7,0,0
wallpaper-table.ru,3,0,3,0,1,2,0,0
stolicabilet.ru,4,0,4,0,4,0,0,0
aquatherm-moscow.ru,10,10,0,0,6,4,0,0
transbez.com,2,1,1,0,1,1,0,0
ooomebel96.ru,7,7,0,0,7,0,0,0
scobro.ru,1,1,0,0,1,0,0,0
sumki.su,1,1,0,0,1,0,0,0
pasmurki.ru,4,4,0,0,0,4,0,0
glyanets-mebel.narod.ru,1,0,1,1,0,0,0,0
foto-recepti.ru,35,9,26,1,11,15,8,0
sofi-intranets.ru,1,0,1,0,1,0,0,0
karkasof.ru,1,1,0,0,0,1,0,0
service.sigolochki.ru,7,7,0,0,7,0,0,0
thenerds.net,1,0,1,0,0,1,0,0
aerogrilgril.narod.ru,1,1,0,0,0,0,1,0
new-tracker.com,2,2,0,0,0,2,0,0
epowerbikes.ru,5,5,0,0,5,0,0,0
myisrael.at.ua,7,2,5,0,2,2,2,1
coandroid.ru,13,5,8,2,4,5,1,1
se163.ru,51,0,51,0,0,0,0,51
grafamania.net,13,7,6,0,2,8,3,0
ufmsivanovo.ru,1,0,1,0,1,0,0,0
photoshoper.me,2,0,2,0,0,0,2,0
medtexst.ru,5,0,5,0,3,2,0,0
dragonage3.wiki.fextralife.com,32,32,0,0,32,0,0,0
maslomotors.ru,2,1,1,0,1,1,0,0
24uanews.ru,1,0,1,0,1,0,0,0
dressirovkakrsk.forum24.ru,11,11,0,0,11,0,0,0
samsebeemu.ru,1,1,0,0,1,0,0,0
copirs.net,5,2,2,0,2,1,1,0
pornflixer.com,5,5,0,0,1,4,0,0
pashasurf.narod.ru,1,1,0,0,1,0,0,0
crocs.ru,38,37,1,0,0,37,1,0
obninskchess.ru,2,2,0,2,0,0,0,0
event-tram.ru,3,0,3,0,3,0,0,0
trialkeysnod32.blogspot.ru,1,1,0,0,0,1,0,0
ipc.in.ua,1,1,0,0,1,0,0,0
4apple.org,4,2,2,1,1,0,2,0
deti74.ru,1,0,1,0,1,0,0,0
futajik.at.ua,2,0,2,0,0,2,0,0
gw2haven.pl,3,3,0,1,2,0,0,0
fkis.ru,1,1,0,0,1,0,0,0
zaimodateli.ru,3,1,2,0,1,0,2,0
dinasti.ucoz.ru,9,4,4,0,0,7,1,0
novorossia.ws,4,2,2,0,0,4,0,0
leninsk-kuznetskij.tehnosila.ru,2,0,2,0,0,0,2,0
igruforgirls.ru,1,0,1,0,0,1,0,0
bigness.ru,45,43,0,0,11,9,16,7
sotalite.ru,2,2,0,0,0,2,0,0
mediahouse.com.ua,1,0,1,0,0,0,0,1
mirmam.info,8,1,7,0,4,0,4,0
catchporn.com,4,3,0,0,1,0,2,0
ad.adnet.de,5,5,0,0,0,5,0,0
meksidol-info.ru,2,0,2,0,0,0,0,2
bestsoftware4download.com,1,1,0,0,1,0,0,0
kachkanar.ru,1,1,0,0,1,0,0,0
dfpm.ru,5,1,4,0,0,1,4,0
pro-wordpress.ru,4,2,2,1,1,2,0,0
lipetsk-vikingi.lada.ru,1,1,0,0,1,0,0,0
slungo.com,15,4,11,11,0,4,0,0
ripi-test.ru,28,18,8,4,14,0,8,0
dkny.com,14,1,10,0,6,5,0,0
bmw.ru,3,0,3,0,3,0,0,0
snabinstrument.ru,19,19,0,0,2,16,1,0
mytv.kz,1,1,0,0,0,1,0,0
balmolod.ru,1,0,1,0,1,0,0,0
news.sport-express.ru,3306,2950,326,19,2080,680,488,9
rivers-msk.ru,1,1,0,0,0,1,0,0
semeiniklub.in,40,12,19,0,3,6,9,13
teplocat.net,1,0,1,0,0,0,1,0
kolombina.com.ua,5,4,1,1,4,0,0,0
townhouse.ru,1,0,1,0,0,0,1,0
minecraft20.ru,3,0,3,0,0,3,0,0
privatka.ua,2,2,0,0,0,0,2,0
rost-artem.ru,4,0,4,0,4,0,0,0
vegabus.by,8,0,8,0,0,2,6,0
nyser.ru,2,2,0,0,0,2,0,0
detmix.ru,12,5,7,0,0,6,0,6
marketplace.eclipse.org,3,3,0,0,2,1,0,0
santehnika-moscow.ru,7,0,7,0,0,7,0,0
ecolen.com.ua,6,6,0,0,0,0,0,6
autotuning-market.ru,3,2,1,0,1,1,0,1
aquarai.com,1,1,0,0,1,0,0,0
anwap.org,21,17,4,4,7,8,1,1
chinarestaurantglencarbon.com,27,4,16,8,3,2,7,0
anikeevalv.ucoz.ru,3,0,3,3,0,0,0,0
state77.ru,5,0,4,0,1,3,0,0
igrydetkam.ru,2,2,0,0,1,0,1,0
about-vision.ru,1,1,0,0,1,0,0,0
history.qip.ru,123,53,70,0,53,0,70,0
ladiesonly.biz,1,0,1,0,0,0,1,0
rgb-tour.ru,56,21,14,5,4,6,20,0
denisporubov.com,1,0,1,0,0,0,0,1
visitsmolensk.ru,8,8,0,0,0,8,0,0
delaisait.ucoz.ru,2,0,2,0,0,2,0,0
ittips.ru,2,0,2,0,0,2,0,0
nivashop.ru,1,1,0,0,1,0,0,0
shamancats.com,1,1,0,0,0,1,0,0
md.all.biz,2,1,1,0,0,0,2,0
iz-teni.narod.ru,3,0,3,0,0,3,0,0
creet.ru,2,2,0,0,2,0,0,0
autopeugeot.ru,25,12,10,0,22,0,0,0
borovik.com,8,0,8,0,0,5,3,0
bazazakonov.ru,43,18,22,2,24,11,3,0
sportivnye-internet-magaziny.vologda.mnogonado.net,3,3,0,3,0,0,0,0
kinobriz.biz,1,1,0,0,1,0,0,0
ffg2000.narod.ru,1,0,1,0,0,1,0,0
a-domogarov.narod.ru,3,3,0,0,0,3,0,0
myhotjobs.ru,1,1,0,0,1,0,0,0
garderob.su,38,28,9,0,7,18,12,0
omvesti.ru,12,4,8,0,9,2,1,0
mossanexpert.ru,2,0,2,0,0,0,2,0
simbook.at.ua,7,0,7,0,0,7,0,0
ulan-ude.naydidom.com,3,0,3,0,0,0,3,0
angarsk.miltor.ru,3,0,3,0,0,3,0,0
ru.ask.com,47,26,18,1,12,24,5,2
blogs.7iskusstv.com,1,1,0,0,1,0,0,0
mama.kharkov.ua,1,1,0,0,0,1,0,0
vkontakteworld.ucoz.ru,1,0,1,0,1,0,0,0
fond-pokrov.ru,1,1,0,0,1,0,0,0
zaschita-prav24.ru,1,1,0,0,1,0,0,0
gornovosti.ru,14,5,9,0,4,9,1,0
lotsa.biz,4,4,0,0,1,3,0,0
ovk23.ru,24,15,9,0,0,15,9,0
danceking.net,5,4,1,0,0,5,0,0
100putey.ucoz.ru,1,1,0,0,0,0,1,0
pctuner.ru,39,39,0,0,15,16,3,5
atv52.ru,7,4,3,0,3,1,0,3
w202club.ru,3,0,3,0,0,3,0,0
ukrsolnischko.ucoz.ru,1,0,1,0,1,0,0,0
evil-guild.ru,3,3,0,3,0,0,0,0
elenafedel.ru,14,0,14,0,6,8,0,0
forbusiness.com.ua,4,4,0,0,4,0,0,0
fitbreak.ru,20,6,12,3,1,12,0,2
tc12.ru,9,9,0,9,0,0,0,0
alkor-4.ru,12,3,9,0,9,3,0,0
voltar.com.ua,1,1,0,0,1,0,0,0
breadsalt.ru,5,2,3,0,0,5,0,0
vipro.ru,9,0,9,0,9,0,0,0
zveryatam.ru,44,5,23,5,19,3,0,1
chaconne.ru,39,10,29,0,21,7,11,0
zserials.ru,37,1,36,1,4,29,0,3
spa.ucoz.ua,5,5,0,0,5,0,0,0
tree.scud.ru,2,2,0,0,2,0,0,0
pc-freak.net,3,3,0,0,3,0,0,0
economtorg.ru,4,1,3,0,0,3,0,1
best-markt.ru,2,1,1,0,0,2,0,0
kazan-doska.ru,1,1,0,0,1,0,0,0
forexarena.ru,61,3,58,0,3,58,0,0
od68.ru,4,0,4,0,4,0,0,0
stera.su,3,2,1,0,2,1,0,0
izvrata.net,2,2,0,0,2,0,0,0
overunity.com,3,3,0,0,2,1,0,0
worldturne.com,1,1,0,0,0,1,0,0
jkvesna.ru,2,0,2,0,2,0,0,0
modpakdzhova.ru,2,2,0,0,0,0,2,0
oladki.ru,4,3,1,0,0,0,3,1
sibiryak.info,1,1,0,0,0,0,0,1
ru.shadowhunters.wikia.com,3,0,3,0,3,0,0,0
kasss.ucoz.ru,3,3,0,0,0,3,0,0
letsart.ru,19,0,17,1,2,14,0,0
freeero.ru,1,0,1,0,0,1,0,0
rookras.by,1,0,1,0,1,0,0,0
wt19.ru,22,22,0,19,0,3,0,0
teplovizor-spb.ru,1,0,1,0,0,1,0,0
avtobizon.ru,1,1,0,0,1,0,0,0
timberk.shop.by,2,2,0,0,2,0,0,0
forum.melcosoft.su,1,1,0,0,0,1,0,0
office.abc.ru,2,2,0,0,2,0,0,0
domomama.ru,4,0,4,0,0,0,0,4
решу.рф,17,17,0,0,0,17,0,0
betteri.ru,5,5,0,0,4,0,0,1
gamergirl.ru,10,1,9,1,0,9,0,0
skifiabook.ru,2,0,2,0,2,0,0,0
lugradar.net,14,9,3,1,3,7,1,0
feldsher.ru,16,6,6,3,4,3,2,0
narconon.kiev.ua,4,0,2,0,0,0,2,0
econcover.ru,1,0,1,0,1,0,0,0
tarona.net,4,4,0,0,4,0,0,0
niko-ra.ucoz.ru,1,1,0,0,0,0,1,0
motorola-a1200.smartphone.ua,1,1,0,0,0,0,1,0
zdrav.spb.ru,1,1,0,0,1,0,0,0
cineast.com.ua,1,0,1,0,0,1,0,0
sapojnik.livejournal.com,1,1,0,0,1,0,0,0
flashporti.ru,107,1,106,0,0,106,1,0
for-pcs.com,4,4,0,4,0,0,0,0
nik-name.com,5,0,5,0,0,5,0,0
prpc.ru,7,3,2,1,3,1,0,0
bluebird-hd.org,94,94,0,33,18,15,28,0
link-bind.ru,1,1,0,0,1,0,0,0
logmag.net,34,5,29,0,30,0,4,0
tastylive.ru,2,2,0,0,0,2,0,0
menperfect.henkel.tmweb.ru,2,2,0,0,0,0,2,0
irkutsk.domoscope.com,4,4,0,0,4,0,0,0
aminglying.ucoz.ru,2,2,0,0,2,0,0,0
huntline.ru,5,5,0,0,1,4,0,0
rusolidarnost.ru,1,1,0,0,1,0,0,0
ru.wolfenstein.wikia.com,2,0,2,0,2,0,0,0
fashion-sport.ru,9,1,8,0,0,9,0,0
minelabgame.ru,1,1,0,1,0,0,0,0
izvoz66.ru,1,1,0,0,1,0,0,0
zhenskay-krasota.ru,13,0,13,0,8,5,0,0
fordpartsuk.com,5,1,0,0,1,0,0,0
zenit-kazan.com,3,2,1,2,1,0,0,0
kinointeres.ru,397,141,209,149,186,7,0,8
savvushka-altai.narod.ru,3,3,0,0,0,0,3,0
panoff-auto.ru,3,3,0,0,3,0,0,0
vgrad.shoone.ru,1,1,0,0,0,0,0,1
cokn.net,1,0,1,1,0,0,0,0
city2night.ru,21,4,17,1,13,5,1,1
fanze.ru,1,0,1,0,1,0,0,0
dmbadboy.ru,3,3,0,0,0,0,3,0
vkontakte.ru,22,18,4,0,14,4,4,0
kurden.ru,1,1,0,1,0,0,0,0
audioart.com.ru,5,5,0,0,5,0,0,0
tyumen.webprorab.com,6,5,0,0,1,4,0,0
delate.info,43,12,19,5,8,10,4,4
medianovation.timepad.ru,1,0,1,0,1,0,0,0
xn--80aaahoa5a8aplejd1e.xn--p1ai,7,0,7,7,0,0,0,0
smartfiction.ru,1,0,1,0,0,1,0,0
onlineshopping.az,2,0,2,0,2,0,0,0
fotopositive.com,5,5,0,0,0,0,0,5
konfis-cat.ru,2,2,0,0,2,0,0,0
otoplenie.ru,8,6,1,0,2,4,1,0
krasnoyarsk.slanet.ru,1,1,0,0,1,0,0,0
wtatennis.com,14,9,1,0,10,0,0,0
tudoy-sudoy.od.ua,3,0,3,0,3,0,0,0
pickywallpapers.com,1,1,0,0,1,0,0,0
acces.ucoz.ru,2,2,0,0,0,2,0,0
gaymusic.su,50,50,0,35,0,0,15,0
skola16.ucoz.ru,2,0,2,0,0,2,0,0
i-cross.ru,2,0,2,0,0,1,0,1
budhaus.kiev.ua,2,2,0,0,2,0,0,0
testan.rusgor.ru,2,0,2,0,0,0,0,2
tatarstan.petovod.ru,4,1,0,0,1,0,0,0
psi.lib.ru,7,0,7,4,1,0,2,0
vkusnopedia.ru,2,1,1,0,1,1,0,0
sp.finwebinar.promotionalurl.com,1,1,0,1,0,0,0,0
stylishchoice.ru,15,0,15,12,0,1,2,0
kandagar.su,1,1,0,0,0,0,1,0
blog.scrapbooking.com.ua,1,0,1,0,0,1,0,0
scientific.net,5,0,5,5,0,0,0,0
tsenomer.ru,10,2,8,0,2,5,3,0
spletnemer.ru,1,0,1,0,0,1,0,0
divan-relax.ru,1,1,0,0,0,0,1,0
pobeda.ucoz.ua,1,1,0,0,0,1,0,0
interface.ru,39,28,8,4,20,9,2,1
vulkan-bet.com,2,0,2,0,2,0,0,0
torrent-mob.at.ua,198,186,12,117,65,16,0,0
invitecredit.com,1,0,1,0,1,0,0,0
smolensk.bezformata.ru,1,0,1,0,0,0,1,0
auto.vercity.ru,2,1,1,0,1,1,0,0
runovosti.org,115,38,61,2,20,29,29,19
klubocheg.ru,4,2,2,0,2,2,0,0
uchebka.biz,4,3,1,0,0,0,4,0
farvet.ru,1,0,1,0,0,1,0,0
snegohod.poprostomu.com,10,10,0,0,0,10,0,0
pornotube.tv,17,10,0,0,1,0,9,0
nglib.ru,5,1,1,1,0,1,0,0
solenoid.en.hisupplier.com,1,1,0,0,1,0,0,0
hardhd.com,22,19,0,5,8,3,1,2
moneyget.at.ua,2,2,0,0,0,0,2,0
profilpas.com,7,7,0,0,7,0,0,0
kino.kz,269,65,103,43,77,37,11,0
toast.com.ua,3,1,2,0,0,2,1,0
mihaylov.my1.ru,1,1,0,0,0,1,0,0
kan-ne.narod.ru,1,0,1,0,0,1,0,0
izh-club.moy.su,1,0,1,0,1,0,0,0
etg-travel.com,1,0,1,0,0,1,0,0
tv-jastar.com.usrfiles.com,55,24,31,0,20,21,5,9
v-koktebel.ru,5,0,3,0,0,1,2,0
evakulina.narod.ru,2,2,0,2,0,0,0,0
adf.ly,2,1,1,0,2,0,0,0
serialsway.net,10,4,6,2,3,1,3,1
conditioner-luxe.ru,2,1,1,0,0,1,0,1
tourist-area.com,14,13,1,2,2,6,4,0
search.aviasales.ru,5,4,1,0,1,4,0,0
polygran-m.ru,1,1,0,0,0,0,1,0
lordsofthefallen.wiki.fextralife.com,21,21,0,0,21,0,0,0
commi.narod.ru,1,1,0,0,0,1,0,0
motogon.ru,286,284,0,0,0,284,0,0
1infa.com,1,1,0,0,0,0,1,0
club446.ru,1,1,0,0,0,1,0,0
expresstovary.ru,1,0,1,0,0,1,0,0
chebay.ru,1,1,0,0,0,1,0,0
dune2d.com,1,0,1,0,1,0,0,0
ren-praducts.ru,4,4,0,0,4,0,0,0
pornomage.net,4,1,3,0,3,1,0,0
kachok.do.am,1,0,1,0,0,0,1,0
whoiscalling.ru,5,4,1,1,4,0,0,0
startissimo.ru,2,2,0,0,0,2,0,0
computerbox.ru,2,2,0,0,0,0,2,0
allegro.pl,66,66,0,0,0,0,66,0
pilatestrener.kiev.ua,1,0,1,0,0,1,0,0
womansay.net,3,0,3,1,0,2,0,0
lipetskblog.ru,1,1,0,0,0,1,0,0
iguazuargentina.com,1,0,1,0,1,0,0,0
kiev.willfound.com,1,0,1,0,0,0,1,0
school-world.com.ua,1,1,0,0,0,1,0,0
motorsport63.ru,1,1,0,0,0,1,0,0
evan-gcrm.livejournal.com,2,0,2,0,0,2,0,0
prima-module.com,1,1,0,0,1,0,0,0
consistency-check.software.informer.com,1,1,0,0,1,0,0,0
4huawei.ru,20,19,0,0,0,19,0,0
samsungclub.org,1,1,0,0,0,1,0,0
tech.servis23.ru,1,1,0,0,1,0,0,0
sportivnye-internet-magaziny.perm.mnogonado.net,2,2,0,0,0,0,2,0
store.akvamir22.ru,13,0,13,0,7,6,0,0
lava-online.ru,1,0,1,0,0,0,1,0
gotovimdetyam.ru,16,11,5,4,12,0,0,0
rosoncoweb.ru,3,0,2,0,0,2,0,0
lifecoins.ru,6,3,3,0,4,1,0,1
rammclan.ru,2,2,0,0,2,0,0,0
judge.3dn.ru,2,0,2,0,0,2,0,0
nedvigimost.budet.ru,4,4,0,0,0,4,0,0
nekrasoff.ru,1,1,0,0,1,0,0,0
files2.geometria.ru,18,16,2,18,0,0,0,0
i-rate.ru,50,36,11,12,16,2,17,0
voffa.ru,17,17,0,0,6,1,10,0
sovhoza-im-lenina.naydidom.com,4,0,4,0,0,4,0,0
zvuk73.ru,2,2,0,0,0,2,0,0
wassermann.smi2.ru,3,2,1,0,0,3,0,0
inagist.com,1,1,0,0,1,0,0,0
kemerovo.big-book-avto.ru,1,0,1,1,0,0,0,0
mir-svadbi.ru,2,0,2,0,1,0,1,0
tumtipb.ru,2,0,2,0,0,2,0,0
infonum.ru,2,2,0,0,0,0,2,0
fuji-mig.ru,3,1,2,0,1,2,0,0
canti.tv,3,2,1,0,3,0,0,0
leningradskaya-oblast.extra-m.ru,1,1,0,0,1,0,0,0
theregister.co.uk,1,1,0,0,0,1,0,0
taxi-salem.kz,2,2,0,0,2,0,0,0
xn--42-7lciamm.xn--p1ai,5,2,2,0,0,4,0,0
kungfufan.ucoz.ru,1,1,0,0,1,0,0,0
online-ramki.ru,7,2,5,3,1,3,0,0
pornchubby.com,1,1,0,0,0,1,0,0
kulpravda.com,2,1,0,0,0,1,0,0
gostexpert.ru,50,46,3,15,12,18,2,2
vazillo.narod.ru,1,1,0,0,0,1,0,0
magazinnedorogoymebeli.ru,10,0,10,0,2,0,3,5
ortomart.ru,3,2,1,1,0,1,0,1
carolines.ru,1,0,1,0,0,1,0,0
butorinavv.ucoz.ru,1,0,1,0,0,0,1,0
real-estate.bizator.ru,1,1,0,0,1,0,0,0
fin-viza.ru,8,7,1,0,3,2,0,3
market.yandex.ru,1215,866,200,75,432,417,107,35
chadochki.ru,1,0,1,0,0,1,0,0
seocatalogs.info,1,1,0,1,0,0,0,0
fiat-ac.ru,3,0,3,0,0,0,3,0
1opt.net,5,2,3,0,0,3,2,0
biserstation.appspot.com,1,0,1,0,0,1,0,0
peterburgbanki.ru,6,2,4,0,1,2,3,0
otdix-na-altai.ru,1,1,0,0,0,0,0,1
senterplus.spb.ru,8,6,2,1,3,0,4,0
tion.info,53,49,4,0,53,0,0,0
irkutsk.fas.gov.ru,1,1,0,0,1,0,0,0
5rabot.ru,41,41,0,0,0,40,0,1
promzona.uz,3,3,0,0,0,3,0,0
mychaos.ru,2,2,0,0,0,0,2,0
rukzack.ru,35,0,35,1,0,0,34,0
vkopt.ucoz.co.uk,4,0,4,0,0,0,4,0
esotericblog.ru,7,2,5,0,0,7,0,0
podrobnoo.org,2,0,2,0,0,2,0,0
nizhny-novgorod.zhenskaya-odezhda.com,1,1,0,0,1,0,0,0
ledashop.ru,5,5,0,0,2,3,0,0
arzamas.academy,1,1,0,0,1,0,0,0
fcdinamokirov.ru,1,1,0,0,1,0,0,0
elixirmolodosti.mirtesen.ru,4,0,4,0,0,0,0,4
bs-life.ru,179,73,101,11,60,65,18,20
gazetevatan.com,60,59,0,0,21,38,0,0
alternews.com,2,1,1,1,1,0,0,0
filmtor.ru,5,5,0,4,1,0,0,0
lovitut.ru,71,45,20,5,21,31,5,3
royal-finance.ru,1,1,0,0,1,0,0,0
1words.ru,4,3,0,0,0,0,3,0
service-crimea.com,1,1,0,0,1,0,0,0
kassmehanic.narod.ru,2,0,2,0,0,2,0,0
tuub.net,1,1,0,0,1,0,0,0
gettyload.de,17,17,0,0,0,17,0,0
premierautos.ru,215,156,26,8,5,154,13,2
rvi-cctv.com,5,5,0,0,0,5,0,0
mostrated.ru,1,0,1,0,0,1,0,0
juzhno-sahalinsk.buyreklama.ru,2,2,0,0,0,0,2,0
0gn.ru,1,1,0,1,0,0,0,0
ohotnicom.com,2,2,0,0,0,2,0,0
voditel.org.ua,6,4,0,0,1,0,3,0
mfpa.e-education.ru,4,3,1,0,0,4,0,0
ru.ffonts.net,4,1,0,0,1,0,0,0
news.yandex.by,23,9,9,2,5,5,4,2
zagatki.taina.kiev.ua,1,1,0,1,0,0,0,0
frilans.ru,7,6,0,0,6,0,0,0
pornhub.com,222,110,23,11,73,29,18,2
ero-model.com,1,0,1,0,0,1,0,0
dc-gold.ru,11,11,0,11,0,0,0,0
marshtour.ru,1,1,0,0,0,0,0,1
vseovino.ru,3,3,0,0,1,2,0,0
